Sentence #,Word,POS,Tag
,of,ADP,O
,a,DET,O
,hot,ADJ,O
,date,NOUN,O
,include,VERB,O
,a,DET,O
,delicious,ADJ,O
,cup,NOUN,O
,of,ADP,O
,tea,NOUN,O
,",",PUNCT,O
,a,DET,O
,really,ADV,O
,good,ADJ,O
,book,NOUN,O
,and,CCONJ,O
,cuddle,VERB,O
,by,ADP,O
,myself,PRON,O
,in,ADP,O
,the,DET,O
,couch,NOUN,O
,.,PUNCT,O
Sentence: 387,my,PRON,O
,hustle,NOUN,O
,be,AUX,O
,perpetual,ADJ,O
,that,PRON,O
,mean,VERB,O
,it,PRON,O
,never,ADV,O
,stop,VERB,O
,move,VERB,O
Sentence: 388,my,PRON,O
,lady,NOUN,O
,on,ADP,O
,her,PRON,O
,marilyn,PROPN,PER
,URL,X,O
Sentence: 389,my,PRON,O
,overriding,ADJ,O
,ambition,NOUN,O
,in,ADP,O
,life,NOUN,O
,",",PUNCT,O
,right,ADV,O
,now,ADV,O
,",",PUNCT,O
,be,VERB,O
,to,PART,O
,play,VERB,O
,a,DET,O
,game,NOUN,O
,of,ADP,O
,artemis,PROPN,MISC
,URL,X,O
Sentence: 390,need,VERB,O
,to,PART,O
,focus,VERB,O
,now,ADV,O
,.,PUNCT,O
Sentence: 391,news,NOUN,O
,:,PUNCT,O
,congress,PROPN,ORG
,give,VERB,O
,facebook,PROPN,ORG
,privacy,NOUN,O
,homework,NOUN,O
,extension,NOUN,O
,:,PUNCT,O
,clickz,VERB,O
,facebook,PROPN,ORG
,be,AUX,O
,.,PUNCT,O
,URL,X,O
,(((,PUNCT,O
,please,INTJ,O
,share,VERB,O
,))),PUNCT,O
Sentence: 392,next,ADJ,O
,week,NOUN,O
,-,PUNCT,O
,two,NUM,O
,morning,NOUN,O
,zumba,PROPN,MISC
,class,NOUN,O
,with,ADP,O
,me,PRON,O
,if,SCONJ,O
,you,PRON,O
,'re,AUX,O
,interested,ADJ,O
,-,PUNCT,O
,monday,PROPN,O
,nov,PROPN,O
,1st,NOUN,O
,at,ADP,O
,NUMBER,NUM,O
,am,NOUN,O
,and,CCONJ,O
,wednesday,PROPN,O
,at,ADP,O
,.,PUNCT,O
,URL,X,O
Sentence: 393,nick,PROPN,PER
,adamson,PROPN,PER
,'s,PART,O
,online,ADJ,O
,audition,NOUN,O
,for,ADP,O
,gunrunner,PROPN,O
,billy,PROPN,PER
,kane,PROPN,PER
,'s,PART,O
,character,NOUN,O
,PUNCT,PUNCT,O
,the,DET,O
,rat,PROPN,O
,PUNCT,PUNCT,O
,URL,X,O
Sentence: 394,nigga,NOUN,O
,be,AUX,O
,thirsty,ADJ,O
Sentence: 395,nigguhs,NOUN,O
,hear,VERB,O
,i,PRON,O
,m,AUX,O
,gettin,VERB,O
,money,NOUN,O
,so,ADV,O
,now,ADV,O
,dey,PRON,O
,creepin,VERB,O
,thru,ADP,O
,.,PUNCT,O
Sentence: 396,no,DET,O
,test,NOUN,O
,for,ADP,O
,me,PRON,O
,",",PUNCT,O
,tomar,NOUN,O
,EMOTICON,SYM,O
Sentence: 397,nobody,PRON,O
,care,VERB,O
,about,SCONJ,O
,watch,NOUN,O
,do,VERB,O
,in,ADP,O
,NUMBER,NUM,O
,!,PUNCT,O
Sentence: 398,nothing,PRON,O
,like,SCONJ,O
,do,VERB,O
,tax,NOUN,O
,to,PART,O
,make,VERB,O
,you,PRON,O
,feel,VERB,O
,old,ADJ,O
,.,PUNCT,O
,think,VERB,O
,i,PRON,O
,'ll,AUX,O
,play,VERB,O
,some,DET,O
,snes,PROPN,MISC
,to,PART,O
,make,VERB,O
,up,ADP,O
,for,ADP,O
,it,PRON,O
,.,PUNCT,O
Sentence: 399,now,ADV,O
,that,SCONJ,O
,you,PRON,O
,'re,AUX,O
,good,ADJ,O
,",",PUNCT,O
,i,PRON,O
,will,AUX,O
,be,AUX,O
,too,ADV,O
,.,PUNCT,O
,that,PRON,O
,'s,AUX,O
,the,DET,O
,last,ADJ,O
,tweet,NOUN,O
,about,ADP,O
,you,PRON,O
,EMOTICON,SYM,O
Sentence: 400,on,ADP,O
,air,NOUN,O
,:,PUNCT,O
,feyder,PROPN,PER
,-,PUNCT,O
,NUMBER,NUM,MISC
,killa,NOUN,MISC
,choons,NOUN,MISC
,mix,NOUN,O
,#psych0radio,X,O
Sentence: 401,o_o,SYM,O
,lucky,ADJ,O
,you,PRON,O
,.,PUNCT,O
,llabd,INTJ,O
,wutup,VERB,O
,doe,ADV,O
,!,PUNCT,O
,shine,VERB,O
,!,PUNCT,O
,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,*,PUNCT,O
,yawn,VERB,O
,*,PUNCT,O
,still,ADV,O
,in,ADP,O
,the,DET,O
,bed,NOUN,O
,EMOTICON,SYM,O
Sentence: 402,off,ADJ,O
,to,PART,O
,grind,VERB,O
,.,PUNCT,O
,ugh,INTJ,O
,!,PUNCT,O
Sentence: 403,oh,INTJ,O
,loblaws,PROPN,O
,you,PRON,O
,kill,VERB,O
,me,PRON,O
,",",PUNCT,O
,NUMBER,NUM,O
,-,SYM,O
,NUMBER,NUM,O
Sentence: 404,on,ADP,O
,a,DET,O
,massive,ADJ,O
,sugar,NOUN,O
,high,NOUN,O
,killing,NOUN,O
,spree,NOUN,O
,.,PUNCT,O
Sentence: 405,online,ADJ,O
,cat,NOUN,O
,evoke,VERB,O
,fear,NOUN,O
,of,ADP,O
,mouse,NOUN,O
,URL,X,O
Sentence: 406,order,VERB,O
,",",PUNCT,O
,pizza,NOUN,O
,(:,SYM,O
,yumm,INTJ,O
,.,PUNCT,O
,EMOTICON,SYM,O
,starve,VERB,O
,.,PUNCT,O
Sentence: 407,own,VERB,O
,your,PRON,O
,craft,NOUN,O
,in,ADP,O
,the,DET,O
,fitness,PROPN,O
,business,PROPN,O
,-,PUNCT,O
,URL,X,O
,#fitness,X,O
,bodybuilding,X,O
,#professionals,X,O
,#vancouver,X,O
Sentence: 408,people,NOUN,O
,of,ADP,O
,the,DET,O
,internet,NOUN,O
,!,PUNCT,O
,the,DET,O
,prince,PROPN,PER
,doco,NOUN,O
,be,AUX,O
,on,ADJ,O
,at,ADP,O
,NUMBER,NUM,O
,pm,NOUN,O
,on,ADP,O
,bbc4,PROPN,ORG
,",",PUNCT,O
,and,CCONJ,O
,then,ADV,O
,purple,ADJ,MISC
,rain,NOUN,MISC
,be,AUX,O
,on,ADJ,O
,at,ADP,O
,NUMBER,NUM,O
,pm,NOUN,O
,.,PUNCT,O
,apology,NOUN,O
,for,ADP,O
,earlier,ADJ,O
,incorrect,ADJ,O
,timing,NOUN,O
,.,PUNCT,O
Sentence: 409,ps,NOUN,O
,:,PUNCT,O
,hear,VERB,O
,the,DET,O
,the,DET,MISC
,early,ADJ,MISC
,show,NOUN,MISC
,cast,NOUN,O
,get,AUX,O
,outraged,ADJ,O
,by,ADP,O
,four,PROPN,O
,loko,PROPN,O
,be,AUX,O
,hilarious,ADJ,O
,.,PUNCT,O
,make,VERB,O
,my,PRON,O
,morning,NOUN,O
,and,CCONJ,O
,subsequent,ADJ,O
,day,NOUN,O
,.,PUNCT,O
,#parentsjustdontunderstand,X,O
Sentence: 410,psp,PROPN,O
,.,PUNCT,O
,phone,NOUN,O
,.,PUNCT,O
,ohmygoodlord,INTJ,O
,technology,NOUN,O
,why,ADV,O
,be,AUX,O
,you,PRON,O
,so,ADV,O
,great,ADJ,O
,.,PUNCT,O
,it,PRON,O
,s,AUX,O
,also,ADV,O
,an,DET,O
,ericsson,PROPN,ORG
,which,PRON,O
,mean,VERB,O
,@USER,PROPN,O
,will,AUX,O
,just,ADV,O
,have,VERB,O
,to,PART,O
,buy,VERB,O
,it,PRON,O
,.,PUNCT,O
,;3,SYM,O
Sentence: 411,payroll,NOUN,O
,tax,NOUN,O
,a,DET,O
,point,NOUN,O
,of,ADP,O
,contention,NOUN,O
,for,ADP,O
,san,PROPN,LOC
,francisco,PROPN,LOC
,startup,NOUN,O
,-,PUNCT,O
,URL,X,O
Sentence: 412,philharmonic,NOUN,ORG
,renew,VERB,O
,effort,NOUN,O
,to,PART,O
,visit,VERB,O
,cuba,PROPN,LOC
,URL,X,O
Sentence: 413,photo,NOUN,O
,:,PUNCT,O
,URL,X,O
Sentence: 414,photo,NOUN,O
,:,PUNCT,O
,URL,X,O
Sentence: 415,photoset,NOUN,O
,:,PUNCT,O
,URL,X,O
Sentence: 416,purchase,VERB,O
,your,PRON,O
,seats,NOUN,O
,to,PART,O
,see,VERB,O
,the,DET,O
,patriots,PROPN,ORG
,here,ADV,O
,URL,X,O
Sentence: 417,rt,X,O
,@USER,X,O
,:,PUNCT,O
,fucking,ADJ,O
,@USER,PROPN,O
,be,AUX,O
,loud,ADJ,O
,than,ADP,O
,an,DET,O
,group,NOUN,O
,of,ADP,O
,bark,VERB,O
,dog,NOUN,O
,.,PUNCT,O
Sentence: 418,rt,X,O
,@USER,X,O
,:,PUNCT,O
,rt,X,O
,@USER,X,O
,rt,X,O
,@USER,X,O
,:,PUNCT,O
,#rush,X,O
,:,PUNCT,O
,there,PRON,O
,be,VERB,O
,no,DET,O
,excuse,NOUN,O
,for,ADP,O
,us,PROPN,LOC
,soldier,NOUN,O
,to,PART,O
,not,PART,O
,have,VERB,O
,the,DET,O
,ballet,NOUN,O
,to,PART,O
,vote,VERB,O
,.,PUNCT,O
,where,ADV,O
,be,AUX,O
,the,DET,O
,.,PUNCT,O
Sentence: 419,rt,X,O
,@USER,X,O
,:,PUNCT,O
,go,VERB,O
,to,ADP,O
,atlanta,PROPN,LOC
,instead,ADV,O
,of,ADP,O
,ny,PROPN,LOC
,for,ADP,O
,vaca,NOUN,O
,legoo,VERB,O
,>,PUNCT,O
,bo,INTJ,O
Sentence: 420,rt,X,O
,@USER,X,O
,:,PUNCT,O
,if,SCONJ,O
,a,DET,O
,gay,ADJ,O
,dude,NOUN,O
,drinkin',VERB,O
,kool,ADJ,MISC
,-,PUNCT,MISC
,aid,PUNCT,MISC
,.,PUNCT,O
,sock,VERB,O
,another,DET,O
,gay,ADJ,O
,dude,NOUN,O
,drinkin',VERB,O
,kool,ADJ,MISC
,-,PUNCT,MISC
,aid,NOUN,MISC
,.,PUNCT,O
,be,AUX,O
,that,PRON,O
,fruit,NOUN,O
,punch,NOUN,O
,?,PUNCT,O
,<,PUNCT,O
,-_-,SYM,O
Sentence: 421,rt,X,O
,@USER,X,O
,:,PUNCT,O
,wat,PRON,O
,muhfuckaz,NOUN,O
,wearin,VERB,O
,NUMBER,ADP,O
,the,DET,O
,lingerie,NOUN,O
,party,NOUN,O
,?,PUNCT,O
Sentence: 422,rt,X,O
,@USER,X,O
,laugh,VERB,O
,matter,NOUN,O
,=,PUNCT,O
,me,PRON,O
,be,AUX,O
,serious,ADJ,O
,.,PUNCT,O
,just,ADV,O
,watch,VERB,O
,.,PUNCT,O
,be,AUX,O
,encourage,VERB,O
,!,PUNCT,O
,URL,X,O
,via,ADP,O
,@USER,PROPN,O
Sentence: 423,rt,X,O
,@USER,X,O
,:,PUNCT,O
,no,DET,O
,such,ADJ,O
,thing,NOUN,O
,.,PUNCT,O
,rt,X,O
,@USER,X,O
,:,PUNCT,O
,#shoutout,VERB,O
,to,ADP,O
,all,DET,O
,the,DET,O
,happy,ADJ,O
,couple,NOUN,O
,!,PUNCT,O
,i,PRON,O
,get,VERB,O
,so,ADV,O
,much,ADJ,O
,admiration,NOUN,O
,and,CCONJ,O
,love,NOUN,O
,for,ADP,O
,yall,PRON,O
,.,PUNCT,O
Sentence: 424,rt,X,O
,@USER,X,O
,:,PUNCT,O
,friendship,NOUN,O
,be,AUX,O
,love,NOUN,O
,without,ADP,O
,kissing,NOUN,O
,.,PUNCT,O
Sentence: 425,rt,X,O
,@USER,X,O
,:,PUNCT,O
,exclusive,ADJ,O
,picture,NOUN,O
,of,ADP,O
,@USER,PROPN,O
,and,CCONJ,O
,jay,PROPN,PER
,'s,PART,O
,mum,NOUN,O
,sue,PROPN,PER
,!,PUNCT,O
,URL,X,O
Sentence: 426,rt,X,O
,@USER,X,O
,:,PUNCT,O
,this,PRON,O
,be,AUX,O
,the,DET,O
,day,NOUN,O
,the,DET,O
,lord,PROPN,PER
,have,AUX,O
,make,VERB,O
,",",PUNCT,O
,i,PRON,O
,will,AUX,O
,rejoice,VERB,O
,and,CCONJ,O
,be,AUX,O
,glad,ADJ,O
,in,ADP,O
,it,PRON,O
,EMOTICON,SYM,O
Sentence: 427,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,read,VERB,O
,this,PRON,O
,!,PUNCT,O
,URL,X,O
Sentence: 428,rt,X,O
,@USER,X,O
,:,PUNCT,O
,sami,PROPN,PER
,brookes,PROPN,PER
,glamour,NOUN,O
,shot,NOUN,O
,!,PUNCT,O
,URL,X,O
Sentence: 429,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,hang,VERB,O
,in,ADP,O
,there,ADV,O
,cousin,NOUN,O
,love,VERB,O
,you,PRON,O
Sentence: 430,rt,X,O
,@USER,X,O
,:,PUNCT,O
,retweet,VERB,O
,if,SCONJ,O
,you,PRON,O
,hate,VERB,O
,when,ADV,O
,your,PRON,O
,eyes,NOUN,O
,be,AUX,O
,watery,ADJ,O
,and,CCONJ,O
,everyone,PRON,O
,think,VERB,O
,you,PRON,O
,'re,AUX,O
,cry,VERB,O
,#itsthingsinlife,X,O
Sentence: 431,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,'m,AUX,O
,sit,VERB,O
,down,ADV,O
,with,ADP,O
,gaga,PROPN,PER
,for,ADP,O
,an,DET,O
,in,X,O
,depth,NOUN,O
,intv,NOUN,O
,2day,NOUN,O
,",",PUNCT,O
,get,VERB,O
,?,PUNCT,O
,'s,AUX,O
,->,SYM,O
,rt,X,O
,@USER,X,O
,:,PUNCT,O
,the,DET,O
,PUNCT,PUNCT,O
,marry,VERB,MISC
,the,DET,MISC
,night,NOUN,MISC
,PUNCT,PUNCT,O
,video,NOUN,O
,will,AUX,O
,prem,VERB,O
,.,PUNCT,O
Sentence: 432,rt,X,O
,@USER,X,O
,:,PUNCT,O
,bore,VERB,O
,as,ADP,O
,fuck,NOUN,O
Sentence: 433,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,'m,AUX,O
,currently,ADV,O
,in,ADP,O
,love,NOUN,O
,with,ADP,O
,bruno,PROPN,PER
,mars,PROPN,PER
,.,PUNCT,O
,EMOTICON,SYM,O
Sentence: 434,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,thanks,NOUN,O
,toby,PROPN,PER
,",",PUNCT,O
,someone,PRON,O
,post,VERB,O
,a,DET,O
,recap,NOUN,O
,link,NOUN,O
,here,ADV,O
,URL,X,O
,",",PUNCT,O
,but,CCONJ,O
,i,PRON,O
,make,VERB,O
,it,PRON,O
,out,ADP,O
,injury,NOUN,O
,free,ADJ,O
,and,CCONJ,O
,feel,VERB,O
,g,X,O
,.,PUNCT,O
Sentence: 435,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,#libya,PROPN,O
,breakthru,NOUN,O
,!,PUNCT,O
,we,PRON,O
,move,VERB,O
,urgently,ADV,O
,need,VERB,O
,#food,NOUN,O
,(,PUNCT,O
,wheat,NOUN,O
,",",PUNCT,O
,flour,NOUN,O
,),PUNCT,O
,by,ADP,O
,truck,NOUN,O
,convoy,NOUN,O
,into,ADP,O
,western,ADJ,LOC
,libya,PROPN,LOC
,for,ADP,O
,1st,ADJ,O
,time,NOUN,O
,.,PUNCT,O
Sentence: 436,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,aite,INTJ,O
,bruh,NOUN,O
,bruh,NOUN,O
,i,PRON,O
,get,VERB,O
,you,PRON,O
,foue,NOUN,O
Sentence: 437,rt,X,O
,@USER,X,O
,:,PUNCT,O
,man,NOUN,O
,lose,VERB,O
,everything,PRON,O
,in,ADP,O
,elaborate,ADJ,O
,‘,PUNCT,O
,fonzie,NOUN,O
,’,PUNCT,O
,scheme,NOUN,O
,.,PUNCT,O
,URL,X,O
Sentence: 438,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,@USER,PROPN,O
,@USER,PROPN,O
,we,PRON,O
,just,ADV,O
,start,VERB,O
,this,DET,O
,online,ADJ,O
,petition,NOUN,O
,.,PUNCT,O
,see,VERB,O
,how,ADV,O
,loved,ADJ,O
,you,PRON,O
,all,DET,O
,be,AUX,O
,!,PUNCT,O
,EMOTICON,SYM,O
,URL,X,O
,.,PUNCT,O
Sentence: 439,rt,X,O
,@USER,X,O
,:,PUNCT,O
,#whatif,SCONJ,O
,people,NOUN,O
,believe,VERB,O
,everything,PRON,O
,that,SCONJ,O
,they,PRON,O
,PUNCT,PUNCT,O
,hear,VERB,O
,PUNCT,PUNCT,O
,about,ADP,O
,me,PRON,O
,.,PUNCT,O
,#NAME?,ADJ,O
,fucker,NOUN,O
,.,PUNCT,O
Sentence: 440,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,feel,VERB,O
,like,ADP,O
,a,DET,O
,bum,NOUN,O
,",",PUNCT,O
,i,PRON,O
,look,VERB,O
,like,ADP,O
,a,DET,O
,bum,NOUN,O
,",",PUNCT,O
,i,PRON,O
,smell,VERB,O
,like,ADP,O
,a,DET,O
,bum,NOUN,O
,",",PUNCT,O
,i,PRON,O
,be,AUX,O
,hungry,ADJ,O
,like,ADP,O
,a,DET,O
,bum,NOUN,O
,.,PUNCT,O
,i,PRON,O
,be,AUX,O
,just,ADV,O
,a,DET,O
,fucking,ADJ,O
,bum,NOUN,O
,.,PUNCT,O
Sentence: 441,rt,X,O
,@USER,X,O
,:,PUNCT,O
,“,PUNCT,O
,@USER,PROPN,O
,:,PUNCT,O
,#oomf,PROPN,O
,be,AUX,O
,a,DET,O
,liar,NOUN,O
,",",PUNCT,O
,kaylee,PROPN,PER
,know,VERB,O
,who,PRON,O
,i,PRON,O
,m,AUX,O
,talk,VERB,O
,about,ADP,O
,”,PUNCT,O
,a,DET,O
,lot,NOUN,O
,of,ADP,O
,yur,PRON,O
,followers,NOUN,O
,r,AUX,O
,liar,NOUN,O
,!,PUNCT,O
,lol,INTJ,O
Sentence: 442,rt,X,O
,@USER,X,O
,:,PUNCT,O
,PUNCT,PUNCT,O
,it,PRON,O
,always,ADV,O
,seem,VERB,O
,impossible,ADJ,O
,until,SCONJ,O
,it,PRON,O
,'s,AUX,O
,done,ADJ,O
,.,PUNCT,O
,PUNCT,PUNCT,O
,-,PUNCT,O
,nelson,PROPN,PER
,mandela,PROPN,PER
Sentence: 443,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,hate,VERB,O
,ppl,NOUN,O
,that,PRON,O
,say,VERB,O
,PUNCT,PUNCT,O
,he,PRON,O
,'s,AUX,O
,a,DET,O
,nice,ADJ,O
,person,NOUN,O
,once,SCONJ,O
,you,PRON,O
,get,VERB,O
,to,PART,O
,know,VERB,O
,him,PRON,O
,PUNCT,PUNCT,O
,they,PRON,O
,might,AUX,O
,as,ADV,O
,well,ADV,O
,just,ADV,O
,say,VERB,O
,PUNCT,PUNCT,O
,he,PRON,O
,'s,AUX,O
,a,DET,O
,jerk,NOUN,O
,",",PUNCT,O
,but,CCONJ,O
,you,PRON,O
,',PUNCT,O
,.,PUNCT,O
Sentence: 444,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,m,AUX,O
,either,CCONJ,O
,goin,VERB,O
,be,AUX,O
,the,DET,O
,best,ADJ,O
,or,CCONJ,O
,the,DET,O
,worst,ADJ,O
,",",PUNCT,O
,but,CCONJ,O
,atleast,ADV,O
,i,PRON,O
,m,AUX,O
,#,NOUN,O
,NUMBER,NUM,O
,in,ADP,O
,your,PRON,O
,heart,NOUN,O
,at,ADP,O
,it,PRON,O
,.,PUNCT,O
Sentence: 445,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,@USER,PROPN,O
,lmao,INTJ,O
,!,PUNCT,O
,PUNCT,PUNCT,O
,if,SCONJ,O
,you,PRON,O
,not,PART,O
,down,ADV,O
,with,ADP,O
,birdman,PROPN,MISC
,i,PRON,O
,ca,AUX,O
,n't,PART,O
,fuck,VERB,O
,with,ADP,O
,you,PRON,O
,musically,ADV,O
,!,PUNCT,O
,PUNCT,PUNCT,O
,<,PUNCT,O
,trueshit,PROPN,O
Sentence: 446,rt,X,O
,@USER,X,O
,:,PUNCT,O
,rt,X,O
,@USER,X,O
,:,PUNCT,O
,how,ADV,O
,jim,PROPN,PER
,demint,PROPN,PER
,",",PUNCT,O
,the,DET,O
,tea,PROPN,ORG
,party,PROPN,ORG
,'s,PART,O
,favorite,ADJ,O
,senator,NOUN,O
,",",PUNCT,O
,have,AUX,O
,flip,VERB,O
,-,PUNCT,O
,flop,VERB,O
,on,ADP,O
,pac,NOUN,ORG
,--,PUNCT,O
,by,SCONJ,O
,start,VERB,O
,one,NUM,O
,.,PUNCT,O
,URL,X,O
,.,PUNCT,O
Sentence: 447,rt,X,O
,@USER,X,O
,on,ADP,O
,some,DET,O
,real,ADJ,O
,ass,NOUN,O
,shit,NOUN,O
,.,PUNCT,O
,if,SCONJ,O
,you,PRON,O
,dl,VERB,O
,.,PUNCT,O
,#goneon,X,O
,it,PRON,O
,s,AUX,O
,NUMBER,NUM,O
,.,PUNCT,O
,there,PRON,O
,be,VERB,O
,no,DET,O
,such,ADJ,O
,thing,NOUN,O
,.,PUNCT,O
,smfh,INTJ,O
,|,SYM,O
,#nothingbutthetruth,X,O
Sentence: 448,rt,X,O
,@USER,X,O
,:,PUNCT,O
,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,this,PRON,O
,be,AUX,O
,my,PRON,O
,favorite,ADJ,O
,screen,NOUN,O
,shot,NOUN,O
,from,ADP,O
,#rtm,PROPN,O
,EMOTICON,SYM,O
,--->,SYM,O
,URL,X,O
Sentence: 449,rt,X,O
,@USER,X,O
,what,PRON,O
,'s,AUX,O
,the,DET,O
,point,NOUN,O
,of,ADP,O
,a,DET,O
,grown,ADJ,O
,man,NOUN,O
,with,ADP,O
,a,DET,O
,mohawk,NOUN,O
,?,PUNCT,O
Sentence: 450,rt,X,O
,@USER,X,O
,:,PUNCT,O
,check,VERB,O
,out,ADP,O
,the,DET,O
,hot,ADJ,O
,new,ADJ,O
,la,PROPN,LOC
,artist,NOUN,O
,@USER,PROPN,O
,music,NOUN,O
,.,PUNCT,O
,his,PRON,O
,new,ADJ,O
,mixtape,NOUN,O
,PUNCT,PUNCT,O
,no,ADV,MISC
,turn,VERB,MISC
,back,ADV,MISC
,PUNCT,PUNCT,O
,===}},SYM,O
,URL,X,O
,.,PUNCT,O
Sentence: 451,rt,X,O
,@USER,X,O
,:,PUNCT,O
,that,DET,O
,awkward,ADJ,O
,moment,NOUN,O
,when,ADV,O
,you,PRON,O
,realize,VERB,O
,that,SCONJ,O
,you,PRON,O
,probably,ADV,O
,should,AUX,O
,n't,PART,O
,have,AUX,O
,tell,VERB,O
,somebody,PRON,O
,something,PRON,O
,.,PUNCT,O
Sentence: 452,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,forget,VERB,O
,that,PRON,O
,!,PUNCT,O
,i,PRON,O
,'m,AUX,O
,ready,ADJ,O
,for,ADP,O
,your,PRON,O
,u.s.,PROPN,LOC
,tour,NOUN,O
,in,ADP,O
,april,PROPN,O
,and,CCONJ,O
,may,PROPN,O
,of,ADP,O
,NUMBER,NUM,O
,!,PUNCT,O
,hell,NOUN,O
,to,ADP,O
,the,DET,O
,yes,INTJ,O
,!,PUNCT,O
,#americaloveskylie,X,O
Sentence: 453,rt,X,O
,@USER,X,O
,where,ADV,O
,be,AUX,O
,punk,ADJ,O
,ass,NOUN,O
,",",PUNCT,O
,@USER,PROPN,O
,tonite,PROPN,O
,!,PUNCT,O
,<,PUNCT,O
,honestly,ADV,O
,who,PRON,O
,care,VERB,O
,?,PUNCT,O
,EMOTICON,SYM,O
Sentence: 454,rt,X,O
,@USER,X,O
,:,PUNCT,O
,always,ADV,O
,have,VERB,O
,your,PRON,O
,stuff,NOUN,O
,when,ADV,O
,you,PRON,O
,need,VERB,O
,it,PRON,O
,with,ADP,O
,@USER,PROPN,O
,.,PUNCT,O
,2gb,NUM,O
,account,NOUN,O
,be,AUX,O
,free,ADJ,O
,!,PUNCT,O
,URL,X,O
Sentence: 455,rt,X,O
,@USER,X,O
,:,PUNCT,O
,stop,VERB,O
,fool,VERB,O
,urself,PRON,O
,with,SCONJ,O
,',PUNCT,O
,it,PRON,O
,'ll,AUX,O
,be,AUX,O
,different,ADJ,O
,this,DET,O
,time,NOUN,O
,',PUNCT,O
,",",PUNCT,O
,it,PRON,O
,s,AUX,O
,just,ADV,O
,different,ADJ,O
,shades,NOUN,O
,of,ADP,O
,the,DET,O
,same,ADJ,O
Sentence: 456,rt,X,O
,@USER,X,O
,everybody,PRON,O
,dick,NOUN,O
,suckin,VERB,O
,miami,PROPN,ORG
,cause,SCONJ,O
,they,PRON,O
,draft,VERB,O
,lebron,PROPN,PER
,but,CCONJ,O
,that,DET,O
,nigga,NOUN,O
,aint,AUX,O
,doint,VERB,O
,shit,NOUN,O
,#lmfao,INTJ,O
,they,PRON,O
,trade,VERB,O
,for,ADP,O
,lebron,PROPN,PER
,no,DET,O
,drafte,NOUN,O
Sentence: 457,rt,X,O
,@USER,X,O
,:,PUNCT,O
,he,PRON,O
,'s,AUX,O
,cute,ADJ,O
,.,PUNCT,O
,he,PRON,O
,'s,AUX,O
,fine,ADJ,O
,.,PUNCT,O
,he,PRON,O
,'s,AUX,O
,everything,PRON,O
,but,CCONJ,O
,mine,PRON,O
,.,PUNCT,O
Sentence: 458,rt,X,O
,@USER,X,O
,:,PUNCT,O
,as,SCONJ,O
,halloween,PROPN,MISC
,approach,VERB,O
,",",PUNCT,O
,parent,NOUN,O
,should,AUX,O
,note,VERB,O
,this,DET,O
,reminder,NOUN,O
,from,ADP,O
,the,DET,O
,wall,PROPN,ORG
,street,PROPN,ORG
,journal,PROPN,ORG
,:,PUNCT,O
,URL,X,O
Sentence: 459,rt,X,O
,@USER,X,O
,:,PUNCT,O
,no,INTJ,O
,you,PRON,O
,'re,AUX,O
,not,PART,O
,twinn,NOUN,O
,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,'m,AUX,O
,ugly,ADJ,O
,.,PUNCT,O
Sentence: 460,rt,X,O
,@USER,X,O
,a,DET,O
,woman,NOUN,O
,#love,NOUN,O
,will,AUX,O
,never,ADV,O
,die,VERB,O
,/,PUNCT,O
,lmbo,INTJ,O
,!,PUNCT,O
Sentence: 461,rt,X,O
,@USER,X,O
,:,PUNCT,O
,we,PRON,O
,do,AUX,O
,n't,PART,O
,believe,VERB,O
,in,SCONJ,O
,pay,VERB,O
,an,DET,O
,arm,NOUN,O
,&,CCONJ,O
,leg,NOUN,O
,for,ADP,O
,printer,NOUN,O
,ink,NOUN,O
,.,PUNCT,O
,that,PRON,O
,'s,AUX,O
,why,ADV,O
,we,PRON,O
,sell,VERB,O
,ink,NOUN,O
,for,ADP,O
,NUMBER,NUM,O
,-,SYM,O
,NUMBER,NUM,O
,%,SYM,O
,off,ADP,O
,retail,ADJ,O
,price,NOUN,O
,!,PUNCT,O
Sentence: 462,rt,X,O
,@USER,X,O
,:,PUNCT,O
,NUMBER,NUM,O
,republican,PROPN,MISC
,lie,NOUN,O
,about,ADP,O
,the,DET,O
,bush,PROPN,MISC
,tax,PROPN,MISC
,cuts,PROPN,MISC
,URL,X,O
